Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-tjbf,checkpoint-pkst,checkpoint-agtd,checkpoint-pcn8,checkpoint-aey2,checkpoint-3te2,checkpoint-y7bn,Question Key,Response
1,1575544687638,05/12/2019 11:18:07,1575544687537,0,05/12/2019 11:18:07,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1575544718350,05/12/2019 11:18:38,1575544718303,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1575544718398,05/12/2019 11:18:38,1575544718306,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1575544718398,05/12/2019 11:18:38,1575544718307,0,05/12/2019 11:18:38,10226,2,questionnaire-3aa4,,3477207,p114,955381,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 68.0,1920x1080,1920x966,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,30770
1,1575760307793,07/12/2019 23:11:47,1575760307693,0,07/12/2019 23:11:47,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1575760334142,07/12/2019 23:12:14,1575760333953,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,6
5,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,6
6,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1575760334190,07/12/2019 23:12:14,1575760333955,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1575760334190,07/12/2019 23:12:14,1575760333956,0,07/12/2019 23:12:13,10226,2,questionnaire-3aa4,,3491984,p119,967329,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 77.0.3865.120,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,26263
1,1575886281356,09/12/2019 10:11:21,1575904425229,-5,09/12/2019 10:13:45,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1575886294274,09/12/2019 10:11:34,1575904438173,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1575886294352,09/12/2019 10:11:34,1575904438175,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1575886294352,09/12/2019 10:11:34,1575904438176,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1575886294352,09/12/2019 10:11:34,1575904438176,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1575886294352,09/12/2019 10:11:34,1575904438176,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1575886294352,09/12/2019 10:11:34,1575904438176,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1575886294352,09/12/2019 10:11:34,1575904438177,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1575886294352,09/12/2019 10:11:34,1575904438177,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1575886294352,09/12/2019 10:11:34,1575904438177,-5,09/12/2019 10:13:58,10226,2,questionnaire-3aa4,,3495692,p118,965952,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 78.0.3904.97,1280x800,1280x721,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,12948
1,1575912914246,09/12/2019 17:35:14,1575912910504,0,09/12/2019 17:35:10,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1575912947519,09/12/2019 17:35:47,1575912943810,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,5
3,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,5
4,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,4
5,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,4
6,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,5
7,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,5
8,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,3
9,1575912947628,09/12/2019 17:35:47,1575912943812,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,3
10,1575912947628,09/12/2019 17:35:47,1575912943813,0,09/12/2019 17:35:43,10226,2,questionnaire-3aa4,,3499759,p120,969092,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 78.0.3904.108,1440x900,1440x821,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,33309
1,1576139364161,12/12/2019 08:29:24,1576139362633,0,12/12/2019 08:29:22,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1280x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1576139396249,12/12/2019 08:29:56,1576139394718,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,6
3,1576139396375,12/12/2019 08:29:56,1576139394719,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,6
4,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,6
5,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,6
6,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1576139396375,12/12/2019 08:29:56,1576139394720,0,12/12/2019 08:29:54,10226,2,questionnaire-3aa4,,3529412,p123,974834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1280x720,1263x720,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,32087
1,1576444117398,15/12/2019 21:08:37,1576444118170,0,15/12/2019 21:08:38,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1576444156886,15/12/2019 21:09:16,1576444157707,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,4
3,1576444157011,15/12/2019 21:09:17,1576444157709,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,4
4,1576444157011,15/12/2019 21:09:17,1576444157710,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,5
5,1576444157011,15/12/2019 21:09:17,1576444157710,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,5
6,1576444157011,15/12/2019 21:09:17,1576444157710,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,6
7,1576444157011,15/12/2019 21:09:17,1576444157710,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,6
8,1576444157011,15/12/2019 21:09:17,1576444157710,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1576444157011,15/12/2019 21:09:17,1576444157711,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1576444157011,15/12/2019 21:09:17,1576444157712,0,15/12/2019 21:09:17,10226,2,questionnaire-3aa4,,3555160,p127,982700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1536x864,1536x864,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,39543
1,1576475977860,16/12/2019 05:59:37,1576472331291,1,16/12/2019 05:58:51,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1280x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1576476019104,16/12/2019 06:00:19,1576472372585,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1576476019214,16/12/2019 06:00:19,1576472372593,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1576476019214,16/12/2019 06:00:19,1576472372594,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
