Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-tjbf,checkpoint-pkst,checkpoint-agtd,checkpoint-pcn8,checkpoint-aey2,checkpoint-3te2,checkpoint-y7bn,Question Key,Response
5,1576476019214,16/12/2019 06:00:19,1576472372595,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1576476019214,16/12/2019 06:00:19,1576472372596,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,5
7,1576476019214,16/12/2019 06:00:19,1576472372597,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,5
8,1576476019214,16/12/2019 06:00:19,1576472372597,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1576476019214,16/12/2019 06:00:19,1576472372598,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1576476019214,16/12/2019 06:00:19,1576472372598,1,16/12/2019 05:59:32,10226,2,questionnaire-3aa4,,3556051,p125,979036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.79,1280x720,1263x578,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,41307
1,1580075115299,26/01/2020 21:45:15,1580075115142,0,26/01/2020 21:45:15,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580075144308,26/01/2020 21:45:44,1580075144267,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,3
3,1580075144418,26/01/2020 21:45:44,1580075144269,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,3
4,1580075144418,26/01/2020 21:45:44,1580075144269,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,3
7,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,3
8,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,2
9,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,2
10,1580075144418,26/01/2020 21:45:44,1580075144270,0,26/01/2020 21:45:44,10226,2,questionnaire-3aa4,,3793674,p131,1053060,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1309x746,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,29129
1,1580169651437,28/01/2020 00:00:51,1580169651167,0,28/01/2020 00:00:51,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580169671702,28/01/2020 00:01:11,1580169671479,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,1
7,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,1
8,1580169671764,28/01/2020 00:01:11,1580169671482,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1580169671764,28/01/2020 00:01:11,1580169671483,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1580169671764,28/01/2020 00:01:11,1580169671483,0,28/01/2020 00:01:11,10226,2,questionnaire-3aa4,,3801563,p137,1051756,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 79.0.3945.88,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,20316
1,1580246809054,28/01/2020 21:26:49,1580246808957,0,28/01/2020 21:26:48,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580246834588,28/01/2020 21:27:14,1580246834509,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1580246834672,28/01/2020 21:27:14,1580246834512,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1580246834672,28/01/2020 21:27:14,1580246834512,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580246834672,28/01/2020 21:27:14,1580246834512,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580246834672,28/01/2020 21:27:14,1580246834512,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,3
7,1580246834672,28/01/2020 21:27:14,1580246834513,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,3
8,1580246834672,28/01/2020 21:27:14,1580246834513,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1580246834672,28/01/2020 21:27:14,1580246834513,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1580246834672,28/01/2020 21:27:14,1580246834513,0,28/01/2020 21:27:14,10226,2,questionnaire-3aa4,,3809033,p136,1051457,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 79.0.3945.88,1440x900,1440x740,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,25556
1,1580332625122,29/01/2020 21:17:05,1580332625022,0,29/01/2020 21:17:05,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580332641551,29/01/2020 21:17:21,1580332641507,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1580332641629,29/01/2020 21:17:21,1580332641509,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1580332641629,29/01/2020 21:17:21,1580332641510,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1580332641629,29/01/2020 21:17:21,1580332641510,0,29/01/2020 21:17:21,10226,2,questionnaire-3aa4,,3819576,p134,1049660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.0,Chrome 79.0.3945.117,1440x900,1440x789,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,16488
1,1580663306665,02/02/2020 17:08:26,1580663306573,0,02/02/2020 17:08:26,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580663332400,02/02/2020 17:08:52,1580663332387,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,1
7,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,1
8,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1580663332478,02/02/2020 17:08:52,1580663332389,0,02/02/2020 17:08:52,10226,2,questionnaire-3aa4,,3842883,p139,1056062,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 79.0.3945.130,1440x900,1440x820,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,25816
1,1580696804784,03/02/2020 02:26:44,1580696805022,0,03/02/2020 02:26:45,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1280x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1580696842731,03/02/2020 02:27:22,1580696843037,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,6
3,1580696842809,03/02/2020 02:27:22,1580696843041,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,6
4,1580696842809,03/02/2020 02:27:22,1580696843042,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1580696842809,03/02/2020 02:27:22,1580696843042,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1580696842809,03/02/2020 02:27:22,1580696843042,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,3
7,1580696842809,03/02/2020 02:27:22,1580696843043,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,3
